date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,pre_total_case,active_case,mco1,cmco,rmco,mco2,mco3,fmco,recover1,public_holiday,high_risk_day,election
8/12/2020,75306,1012,388,4,2827083,20316,0.058,,,,,1600,16459,0,0,1,0,0,0,0,0,0,0
9/12/2020,76265,959,393,5,2851220,24137,0.057,,,,,1012,16448,0,0,1,0,0,0,0,0,0,0
10/12/2020,78499,2234,396,3,2871261,20041,0.066,,,,,959,17747,0,0,1,0,0,0,0,0,0,0
11/12/2020,80309,1810,402,6,2896938,25677,0.068,,,,,2234,18448,0,0,1,0,0,0,0,0,0,0
12/12/2020,82246,1937,411,9,2918977,22039,0.073,,,,,1810,19070,0,0,1,0,0,0,0,0,0,0
13/12/2020,83475,1229,415,4,2940782,21805,0.07,,,,,1937,18990,0,0,1,0,0,0,0,0,0,0
14/12/2020,84846,1371,419,4,2960653,19871,0.069,,,,,1229,19149,0,0,0,1,0,0,0,0,0,0
15/12/2020,86618,1772,422,3,2985115,24462,0.072,,,,,1371,19449,0,0,0,1,0,0,0,0,0,0
16/12/2020,87913,1295,429,7,3009421,24306,0.074,,,,,1772,19893,0,0,0,1,0,0,0,0,0,0
17/12/2020,89133,1220,432,3,3034464,25043,0.065,,,,,1295,20038,0,0,0,1,0,0,0,0,0,0
18/12/2020,90816,1683,432,0,3057899,23435,0.065,,,,,1220,20580,0,0,0,1,0,0,0,0,0,0
19/12/2020,91969,1153,433,1,3082729,24830,0.059,,,,,1683,20610,0,0,0,1,0,0,0,0,0,0
20/12/2020,93309,1340,437,4,3101878,19149,0.061,,,,,1153,20615,0,0,0,1,0,0,0,0,0,0
21/12/2020,95327,2018,438,1,3122277,20399,0.065,,,,,1340,21033,0,0,0,1,0,0,0,0,0,0
22/12/2020,97389,2062,439,1,3144658,22381,0.068,,,,,2018,22083,0,0,0,1,0,0,0,0,0,0
23/12/2020,98737,1348,444,5,3170140,25482,0.067,,,,,2062,22472,0,0,0,1,0,0,0,0,0,0
24/12/2020,100318,1581,446,2,3196019,25879,0.069,,,,,1348,21819,0,0,0,1,0,0,0,0,0,0
25/12/2020,101565,1247,449,3,3223216,27197,0.065,,,,,1581,21256,0,0,0,1,0,0,0,1,1,0
26/12/2020,103900,2335,451,2,3239706,16490,0.076,,,,,1247,21654,0,0,0,1,0,0,0,0,1,0
27/12/2020,105096,1196,452,1,3257503,17797,0.076,,,,,2335,21621,0,0,0,1,0,0,0,0,1,0
28/12/2020,106692,1596,455,3,3271880,14377,0.076,,,,,1196,21846,0,0,0,1,0,0,0,0,1,0
29/12/2020,108615,1923,457,2,3291834,19954,0.076,,,,,1596,21997,0,0,0,1,0,0,0,0,1,0
30/12/2020,110485,1870,463,6,3317646,25812,0.08,,,,,1923,22572,0,0,0,1,0,0,0,0,1,0
31/12/2020,113010,2525,471,8,3344327,26681,0.086,,,,,1870,23877,0,0,0,1,0,0,0,0,1,0
1/1/2021,115078,2068,474,3,3371509,27182,0.091,,,,,2525,24262,0,0,0,1,0,0,0,1,1,0
2/1/2021,117373,2295,483,9,3390804,19295,0.089,,,,,2068,25404,0,0,0,1,0,0,0,0,1,0
3/1/2021,119077,1704,494,11,3414380,23576,0.089,,,,,2295,25768,0,0,0,1,0,0,0,0,1,0
4/1/2021,120818,1741,501,7,3435694,21314,0.086,,,,,1704,25491,0,0,0,1,0,0,0,0,1,0
5/1/2021,122845,2027,509,8,3462628,26934,0.083,,,,,1741,25456,0,0,0,1,0,0,0,0,0,0
6/1/2021,125438,2593,513,4,3492902,30274,0.085,,,,,2027,26701,0,0,0,1,0,0,0,0,0,0
7/1/2021,128848,3410,521,8,3524996,32094,0.088,,,,,2593,28530,0,0,0,1,0,0,0,0,0,0
8/1/2021,131108,2260,537,16,3560092,35096,0.085,,,,,3410,29543,0,0,0,1,0,0,0,0,0,0
9/1/2021,133559,2451,542,5,3592352,32260,0.08,,,,,2260,29659,0,0,0,1,0,0,0,0,0,0
10/1/2021,135992,2433,551,9,3626785,34433,0.08,,,,,2451,30896,0,0,0,1,0,0,0,0,0,0
11/1/2021,138224,2232,555,4,3657481,30696,0.078,,,,,2433,31532,0,0,0,1,0,0,0,0,0,0
12/1/2021,141533,3309,559,4,3690390,32909,0.082,,,,,2232,32918,0,0,0,1,0,0,0,0,0,0
13/1/2021,144518,2985,563,4,3735103,44713,0.079,,,,,3309,34033,0,0,0,1,0,0,0,0,0,0
14/1/2021,147855,3337,578,15,3797952,62849,0.07,,,,,2985,34845,0,0,0,1,0,0,0,0,0,0
15/1/2021,151066,3211,586,8,3865363,67411,0.065,,,,,3337,35988,0,0,0,1,0,0,0,0,0,0
16/1/2021,155095,4029,594,8,3928774,63411,0.064,,,,,3211,37722,0,0,0,1,0,0,0,0,0,0
17/1/2021,158434,3339,601,7,3990953,62179,0.062,,,,,4029,39357,0,0,0,1,0,0,0,0,0,0
18/1/2021,161740,3306,605,4,4050684,59731,0.06,,,,,3339,40922,0,0,0,1,0,0,0,0,0,0
19/1/2021,165371,3631,619,14,4107472,56788,0.057,,,,,3306,42526,0,0,0,1,0,0,0,0,0,0
20/1/2021,169379,4008,630,11,4165117,57645,0.058,,,,,3631,43941,0,0,0,1,0,0,0,0,0,0
21/1/2021,172549,3170,642,12,4236922,71805,0.056,,,,,4008,43701,0,0,0,1,0,0,0,0,0,0
22/1/2021,176180,3631,660,18,4307729,70807,0.057,,,,,3170,45072,0,0,0,1,0,0,0,0,0,0
23/1/2021,180455,4275,667,7,4369262,61533,0.058,,,,,3631,46896,0,0,0,1,0,0,0,0,0,0
24/1/2021,183801,3346,678,11,4431316,62054,0.058,,,,,4275,47809,0,0,0,1,0,0,0,0,0,0
25/1/2021,186849,3048,689,11,4480665,49349,0.058,,,,,3346,48625,0,0,0,1,0,0,0,0,0,0
26/1/2021,190434,3585,700,11,4534448,53783,0.059,,,,,3048,48901,0,0,0,1,0,0,0,0,0,0
27/1/2021,194114,3680,707,7,4607225,72777,0.056,,,,,3585,49596,0,0,0,1,0,0,0,0,0,0
28/1/2021,198208,4094,717,10,4666138,58913,0.06,,,,,3680,50353,0,0,0,1,0,0,0,1,1,0
29/1/2021,203933,5725,733,16,4723335,57197,0.067,,,,,4094,52867,0,0,0,1,0,0,0,0,1,0
30/1/2021,209661,5728,746,13,4777532,54197,0.072,,,,,5725,54566,0,0,0,1,0,0,0,0,1,0
31/1/2021,214959,5298,760,14,4830428,52896,0.078,,,,,5728,56525,0,0,0,1,0,0,0,0,1,0
1/2/2021,219173,4214,770,10,4870589,40161,0.083,,,,,5298,57433,0,0,0,1,0,0,0,0,0,0
2/2/2021,222628,3455,791,21,4910286,39697,0.086,,,,,4214,57257,0,0,0,1,0,0,0,0,0,0
3/2/2021,226912,4284,809,18,4977550,67264,0.089,,,,,3455,57533,0,0,0,1,0,0,0,0,0,0
4/2/2021,231483,4571,826,17,5038302,60752,0.089,,,,,4284,58934,0,0,0,1,0,0,0,0,0,0
5/2/2021,234874,3391,845,19,5100783,62481,0.082,,,,,4571,58694,0,0,0,1,0,0,0,0,0,0
6/2/2021,238721,3847,857,12,5159982,59199,0.076,,,,,3391,58266,0,0,0,1,0,0,0,0,0,0
7/2/2021,242452,3731,872,15,5215862,55880,0.071,,,,,3847,58651,0,0,0,1,0,0,0,0,0,0
8/2/2021,245552,3100,896,24,5248398,32536,0.07,,,,,3731,58703,0,0,0,1,0,0,0,0,0,0
9/2/2021,248316,2764,909,13,5297561,49163,0.066,,,,,3100,57882,0,0,0,1,0,0,0,0,0,0
10/2/2021,251604,3288,923,14,5359044,61483,0.065,,,,,2764,57490,0,0,0,1,0,0,0,0,0,0
11/2/2021,254988,3384,936,13,5420256,61212,0.062,,,,,3288,56780,0,0,0,1,0,0,0,0,1,0
12/2/2021,258306,3318,953,17,5474691,54435,0.063,,,,,3384,54373,0,0,0,1,0,0,0,1,1,0
13/2/2021,261805,3499,958,5,5503992,29301,0.067,,,,,3318,52144,0,0,0,1,0,0,0,1,1,0
14/2/2021,264269,2464,965,7,5528267,24275,0.07,,,,,3499,49310,0,0,0,1,0,0,0,0,1,0
15/2/2021,266445,2176,975,10,5552058,23791,0.069,,,,,2464,47272,0,0,0,1,0,0,0,0,1,0
16/2/2021,269165,2720,983,8,5594799,42741,0.07,,,,,2176,46537,0,0,0,1,0,0,0,0,0,0
17/2/2021,272163,2998,1005,22,5647392,52593,0.071,,,,,2720,45251,0,0,0,1,0,0,0,0,0,0
18/2/2021,274875,2712,1030,25,5704086,56694,0.07,,,,,2998,43392,0,0,0,1,0,0,0,0,0,0
19/2/2021,277811,2936,1043,13,5765706,61620,0.067,,,,,2712,42937,0,0,0,1,0,0,0,0,0,0
20/2/2021,280272,2461,1051,8,5821709,56003,0.058,,,,,2936,41551,0,0,0,1,0,0,0,0,0,0
21/2/2021,283569,3297,1056,5,5871207,49498,0.056,,,,,2461,41117,0,0,0,1,0,0,0,0,0,0
22/2/2021,285761,2192,1062,6,5909779,38572,0.054,,,,,3297,40209,0,0,0,1,0,0,0,0,0,0
23/2/2021,288229,2468,1076,14,5960219,50440,0.052,,,,,2192,39913,0,0,0,1,0,0,0,0,0,0
24/2/2021,291774,3545,1088,12,6025214,64995,0.052,60,60,,,2468,40170,0,0,0,1,0,0,0,0,0,0
