date,total_cases,new_cases,total_deaths,new_deaths,total_tests,new_tests,positive_rate,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,pre_total_case,active_case,mco1,cmco,rmco,mco2,mco3,fmco,recover1,public_holiday,high_risk_day,election,election_states
25/1/2020,3,3,,,,,,,,,,0,3,0,0,0,0,0,0,0,1,1,0,0
26/1/2020,4,1,,,,,,,,,,3,4,0,0,0,0,0,0,0,2,1,0,0
27/1/2020,4,0,,,,,,,,,,1,4,0,0,0,0,0,0,0,3,1,0,0
28/1/2020,4,0,,,,,,,,,,0,4,0,0,0,0,0,0,0,4,1,0,0
29/1/2020,7,3,,,,,,,,,,0,7,0,0,0,0,0,0,0,5,1,0,0
30/1/2020,8,1,,,,,,,,,,3,8,0,0,0,0,0,0,0,6,1,0,0
31/1/2020,8,0,,,,,,,,,,1,8,0,0,0,0,0,0,0,7,1,0,0
1/2/2020,8,0,,,,,,,,,,0,8,0,0,0,0,0,0,0,8,1,0,0
2/2/2020,8,0,,,,,,,,,,0,8,0,0,0,0,0,0,0,9,1,0,0
3/2/2020,8,0,,,,,,,,,,0,8,0,0,0,0,0,0,0,10,0,0,0
4/2/2020,10,2,,,,,,,,,,0,10,0,0,0,0,0,0,0,11,0,0,0
5/2/2020,12,2,,,,,,,,,,2,12,0,0,0,0,0,0,0,12,0,0,0
6/2/2020,12,0,,,,,,,,,,2,12,0,0,0,0,0,0,0,13,0,0,0
7/2/2020,12,0,,,,,,,,,,0,12,0,0,0,0,0,0,0,14,0,0,0
8/2/2020,16,4,,,,,,,,,,0,9,0,0,0,0,0,0,0,1,1,0,0
9/2/2020,16,0,,,,,,,,,,4,12,0,0,0,0,0,0,0,2,0,0,0
10/2/2020,18,2,,,,,,,,,,0,12,0,0,0,0,0,0,0,3,0,0,0
11/2/2020,18,0,,,,,,,,,,2,14,0,0,0,0,0,0,0,4,0,0,0
12/2/2020,18,0,,,,,,,,,,0,11,0,0,0,0,0,0,0,5,0,0,0
13/2/2020,19,1,,,,,,,,,,0,10,0,0,0,0,0,0,0,6,0,0,0
14/2/2020,19,0,,,653,,,,,,,1,11,0,0,0,0,0,0,0,7,1,0,0
15/2/2020,22,3,,,,,,,,,,0,11,0,0,0,0,0,0,0,8,0,0,0
16/2/2020,22,0,,,656,,,,,,,3,14,0,0,0,0,0,0,0,9,0,0,0
17/2/2020,22,0,,,757,101,,,,,,0,14,0,0,0,0,0,0,0,10,0,0,0
18/2/2020,22,0,,,797,40,,,,,,0,12,0,0,0,0,0,0,0,11,0,0,0
19/2/2020,22,0,,,,,,,,,,0,10,0,0,0,0,0,0,0,12,0,0,0
20/2/2020,22,0,,,880,,,,,,,0,10,0,0,0,0,0,0,0,13,0,0,0
21/2/2020,22,0,,,968,88,0.01,,,,,0,10,0,0,0,0,0,0,0,14,0,0,0
22/2/2020,22,0,,,,,0,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0
23/2/2020,22,0,,,1028,,0,,,,,0,6,0,0,0,0,0,0,0,0,0,0,0
24/2/2020,22,0,,,1054,26,0,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0
25/2/2020,22,0,,,1067,13,0,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0
26/2/2020,22,0,,,1091,24,0,,,,,0,4,0,0,0,0,0,0,0,0,0,0,0
27/2/2020,23,1,,,1545,454,0.002,,,,,0,3,0,0,0,0,0,0,0,0,0,0,0
28/2/2020,23,0,,,1548,3,0.002,,,,,1,4,0,0,0,0,0,0,0,0,0,0,0
29/2/2020,25,2,,,,,0.005,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0
1/3/2020,29,4,,,,,0.011,,,,,2,3,0,0,0,0,0,0,0,0,0,0,0
2/3/2020,29,0,,,1739,,0.01,,,,,4,7,0,0,0,0,0,0,0,0,0,0,0
3/3/2020,36,7,,,,,0.018,,,,,0,7,0,0,0,0,0,0,0,0,0,0,0
4/3/2020,50,14,,,1983,,0.031,,,,,7,14,0,0,0,0,0,0,0,0,0,0,0
5/3/2020,50,0,,,,,0.046,,,,,14,28,0,0,0,0,0,0,0,0,0,0,0
6/3/2020,83,33,,,,,0.084,,,,,0,28,0,0,0,0,0,0,0,0,0,0,0
7/3/2020,93,10,,,,,0.086,,,,,33,61,0,0,0,0,0,0,0,0,0,0,0
8/3/2020,99,6,,,,,0.081,,,,,10,71,0,0,0,0,0,0,0,0,0,0,0
9/3/2020,117,18,,,2686,,0.093,,,,,6,77,0,0,0,0,0,0,0,0,0,0,0
10/3/2020,129,12,,,,,0.073,,,,,18,95,0,0,0,0,0,0,0,0,0,0,0
11/3/2020,149,20,,,3573,,0.062,,,,,12,107,0,0,0,0,0,0,0,0,0,0,0
12/3/2020,149,0,,,3691,118,0.063,,,,,20,126,0,0,0,0,0,0,0,0,0,0,0
13/3/2020,197,48,,,,,0.056,,,,,0,126,0,0,0,0,0,0,0,0,0,0,0
14/3/2020,238,41,,,4899,,0.058,,,,,48,172,0,0,0,0,0,0,0,0,0,0,0
15/3/2020,428,190,,,,,0.11,,,,,41,209,0,0,0,0,0,0,0,0,0,0,0
16/3/2020,566,138,,,,,0.128,,,,,190,399,0,0,0,0,0,0,0,0,0,0,0
17/3/2020,673,107,2,2,6842,,0.147,,,,,138,530,0,0,0,0,0,0,0,0,0,0,0
18/3/2020,790,117,2,0,,,0.15,,,,,107,623,1,0,0,0,0,0,0,0,0,0,0
19/3/2020,900,110,2,0,8873,,0.145,,,,,117,740,2,0,0,0,0,0,0,0,0,0,0
20/3/2020,1030,130,3,1,10143,1270,0.143,,,,,110,817,3,0,0,0,0,0,0,0,0,0,0
21/3/2020,1183,153,8,5,,,0.163,,,,,130,937,4,0,0,0,0,0,0,0,0,0,0
22/3/2020,1306,123,10,2,11275,,0.153,,,,,153,1084,5,0,0,0,0,0,0,0,0,0,0
23/3/2020,1518,212,14,4,13110,1835,0.138,,,,,123,1189,6,0,0,0,0,0,0,1,1,0,0
24/3/2020,1624,106,16,2,13594,484,0.141,,,,,212,1389,7,0,0,0,0,0,0,2,0,0,0
25/3/2020,1796,172,20,4,15820,2226,0.126,,,,,106,1475,8,0,0,0,0,0,0,3,0,0,0
26/3/2020,2031,235,23,3,16983,1163,0.139,,,,,172,1647,9,0,0,0,0,0,0,4,0,0,0
27/3/2020,2161,130,26,3,24168,7185,0.081,,,,,235,1834,10,0,0,0,0,0,0,5,0,0,0
28/3/2020,2320,159,27,1,29461,5293,0.061,,,,,130,1923,11,0,0,0,0,0,0,6,0,0,0
29/3/2020,2470,150,35,8,,,0.061,,,,,159,1892,12,0,0,0,0,0,0,7,0,0,0
30/3/2020,2626,156,37,2,31206,,0.061,,,,,150,1904,13,0,0,0,0,0,0,8,0,0,0
31/3/2020,2766,140,43,6,32264,1058,0.061,,,,,156,1953,14,0,0,0,0,0,0,9,0,0,0
1/4/2020,2908,142,45,2,35802,3538,0.056,,,,,140,1976,15,0,0,0,0,0,0,10,0,0,0
2/4/2020,3116,208,50,5,37599,1797,0.053,,,,,142,2008,16,0,0,0,0,0,0,11,0,0,0
3/4/2020,3333,217,53,3,39458,1859,0.077,,,,,208,2086,17,0,0,0,0,0,0,12,0,0,0
4/4/2020,3483,150,57,4,40923,1465,0.101,,,,,217,2150,18,0,0,0,0,0,0,13,0,0,0
5/4/2020,3662,179,61,4,43539,2616,0.09,,,,,150,2177,19,0,0,0,0,0,0,14,0,0,0
6/4/2020,3793,131,62,1,47457,3918,0.072,,,,,179,2144,20,0,0,0,0,0,0,0,0,0,0
7/4/2020,3963,170,63,1,52485,5028,0.059,,,,,131,2169,21,0,0,0,0,0,0,0,0,0,0
8/4/2020,4119,156,65,2,58240,5755,0.054,,,,,170,2167,22,0,0,0,0,0,0,0,0,0,0
9/4/2020,4228,109,67,2,63367,5127,0.043,,,,,156,2088,23,0,0,0,0,0,0,0,0,0,0
10/4/2020,4346,118,70,3,67951,4584,0.036,,,,,109,2067,24,0,0,0,0,0,0,0,0,0,0
11/4/2020,4530,184,73,3,71897,3946,0.034,,,,,118,2026,25,0,0,0,0,0,0,0,0,0,0
12/4/2020,4683,153,76,3,77491,5594,0.03,,,,,184,2060,26,0,0,0,0,0,0,0,0,0,0
13/4/2020,4817,134,77,1,81730,4239,0.03,,,,,153,2057,27,0,0,0,0,0,0,0,0,0,0
14/4/2020,4987,170,82,5,84791,3061,0.032,,,,,134,2051,28,0,0,0,0,0,0,0,0,0,0
15/4/2020,5072,85,83,1,87183,2392,0.033,,,,,170,2079,29,0,0,0,0,0,0,0,0,0,0
16/4/2020,5182,110,84,1,,,0.033,,,,,85,1956,30,0,0,0,0,0,0,0,0,0,0
17/4/2020,5251,69,86,2,96695,,0.031,,,,,110,1849,31,0,0,0,0,0,0,0,0,0,0
18/4/2020,5305,54,88,2,100794,4099,0.027,,,,,69,1768,32,0,0,0,0,0,0,0,0,0,0
19/4/2020,5389,84,89,1,103892,3098,0.027,,,,,54,1643,33,0,0,0,0,0,0,0,0,0,0
20/4/2020,5425,36,89,0,108216,4324,0.023,,,,,84,1596,34,0,0,0,0,0,0,0,0,0,0
21/4/2020,5482,57,92,3,,,0.019,,,,,36,1462,35,0,0,0,0,0,0,0,0,0,0
22/4/2020,5532,50,93,1,113755,,0.017,,,,,57,1363,36,0,0,0,0,0,0,0,0,0,0
23/4/2020,5603,71,95,2,117406,3651,0.017,,,,,50,1304,37,0,0,0,0,0,0,0,0,0,0
24/4/2020,5691,88,96,1,121722,4316,0.018,,,,,71,1257,38,0,0,0,0,0,0,0,0,0,0
25/4/2020,5742,51,98,2,126970,5248,0.017,,,,,88,1161,39,0,0,0,0,0,0,0,0,0,0
26/4/2020,5780,38,98,0,131491,4521,0.014,,,,,51,1059,40,0,0,0,0,0,0,0,0,0,0
27/4/2020,5820,40,99,1,138898,7407,0.013,,,,,38,963,41,0,0,0,0,0,0,0,0,0,0
28/4/2020,5851,31,100,1,146799,7901,0.01,,,,,40,833,42,0,0,0,0,0,0,0,0,0,0
29/4/2020,5945,94,100,0,154203,7404,0.01,,,,,31,779,43,0,0,0,0,0,0,0,0,0,0
30/4/2020,6002,57,102,2,,,0.009,,,,,94,763,44,0,0,0,0,0,0,0,0,0,0
1/5/2020,6071,69,103,1,168784,,0.008,,,,,57,751,45,0,0,0,0,0,0,0,0,0,0
2/5/2020,6176,105,103,0,184213,15429,0.008,,,,,69,766,46,0,0,0,0,0,0,1,1,0,0
3/5/2020,6298,122,105,2,195833,11620,0.008,,,,,105,787,47,0,0,0,0,0,0,2,0,0,0
4/5/2020,6353,55,105,0,205598,9765,0.008,,,,,122,873,0,1,0,0,0,0,0,3,0,0,0
5/5/2020,6383,30,106,1,213220,7622,0.008,,,,,55,871,0,2,0,0,0,0,0,4,0,0,0
6/5/2020,6428,45,107,1,222150,8930,0.007,,,,,30,851,0,3,0,0,0,0,0,5,0,0,0
7/5/2020,6467,39,107,0,231019,8869,0.007,,,,,45,825,0,4,0,0,0,0,0,1,1,0,0
8/5/2020,6535,68,107,0,239628,8609,0.007,,,,,39,776,0,5,0,0,0,0,0,2,1,0,0
9/5/2020,6589,54,108,1,,,0.006,,,,,68,793,0,6,0,0,0,0,0,3,1,0,0
10/5/2020,6656,67,108,0,256937,,0.006,,,,,54,809,0,7,0,0,0,0,0,4,1,0,0
11/5/2020,6726,70,109,1,266048,9111,0.006,,,,,67,836,0,8,0,0,0,0,0,5,1,0,0
12/5/2020,6742,16,109,0,,,0.006,,,,,70,875,0,9,0,0,0,0,0,6,0,0,0
13/5/2020,6779,37,111,2,,,0.005,,,,,16,797,0,10,0,0,0,0,0,7,0,0,0
14/5/2020,6819,40,112,1,297342,,0.005,,,,,37,777,0,11,0,0,0,0,0,8,0,0,0
15/5/2020,6855,36,112,0,424306,126964,0.002,,,,,40,748,0,12,0,0,0,0,0,9,0,0,0
16/5/2020,6872,17,113,1,434136,9830,0.002,,,,,36,679,0,13,0,0,0,0,0,10,0,0,0
17/5/2020,6894,22,113,0,443263,9127,0.001,,,,,17,574,0,14,0,0,0,0,0,11,0,0,0
18/5/2020,6941,47,113,0,,,0.001,,,,,22,541,0,15,0,0,0,0,0,12,0,0,0
19/5/2020,6978,37,114,1,462257,,0.001,,,,,47,558,0,16,0,0,0,0,0,13,0,0,0
20/5/2020,7009,31,114,0,471318,9061,0.001,,,,,37,550,0,17,0,0,0,0,0,14,0,0,0
21/5/2020,7059,50,115,1,481411,10093,0.001,,,,,31,542,0,18,0,0,0,0,0,0,1,0,0
22/5/2020,7137,78,115,0,491729,10318,0.004,,,,,50,524,0,19,0,0,0,0,0,0,1,0,0
23/5/2020,7185,48,115,0,500469,8740,0.005,,,,,78,548,0,20,0,0,0,0,0,0,1,0,0
24/5/2020,7245,60,115,0,507682,7213,0.005,,,,,48,529,0,21,0,0,0,0,0,1,1,0,0
25/5/2020,7417,172,115,0,513370,5688,0.008,,,,,60,519,0,22,0,0,0,0,0,2,1,0,0
26/5/2020,7604,187,115,0,519944,6574,0.011,,,,,172,675,0,23,0,0,0,0,0,3,1,0,0
27/5/2020,7619,15,115,0,,,0.011,,,,,187,825,0,24,0,0,0,0,0,4,1,0,0
28/5/2020,7629,10,115,0,530501,,0.012,,,,,15,800,0,25,0,0,0,0,0,5,1,0,0
29/5/2020,7732,103,115,0,537894,7393,0.013,,,,,10,774,0,26,0,0,0,0,0,6,0,0,0
30/5/2020,7762,30,115,0,546368,8474,0.013,,,,,103,860,0,27,0,0,0,0,0,7,0,0,0
31/5/2020,7819,57,115,0,553183,6815,0.013,,,,,30,868,0,28,0,0,0,0,0,8,0,0,0
1/6/2020,7857,38,115,0,560738,7555,0.009,,,,,57,878,0,29,0,0,0,0,0,9,0,0,0
2/6/2020,7877,20,115,0,567287,6549,0.006,,,,,38,879,0,30,0,0,0,0,0,10,0,0,0
3/6/2020,7970,93,115,0,575505,8218,0.007,,,,,20,868,0,31,0,0,0,0,0,11,0,0,0
4/6/2020,8247,277,115,0,582486,6981,0.012,,,,,93,911,0,32,0,0,0,0,0,12,0,0,0
5/6/2020,8266,19,116,1,590613,8127,0.01,,,,,277,1110,0,33,0,0,0,0,0,13,0,0,0
6/6/2020,8303,37,117,1,599454,8841,0.01,,,,,19,1081,0,34,0,0,0,0,0,14,0,0,0
7/6/2020,8322,19,117,0,,,0.009,,,,,37,1058,0,35,0,0,0,0,0,0,0,0,0
8/6/2020,8329,7,117,0,614239,,0.009,,,,,19,905,0,36,0,0,0,0,0,1,1,0,0
9/6/2020,8336,7,117,0,620320,6081,0.009,,,,,7,725,0,37,0,0,0,0,0,2,0,0,0
10/6/2020,8338,2,118,1,625775,5455,0.007,,,,,7,717,0,0,1,0,0,0,0,3,0,0,0
11/6/2020,8369,31,118,0,631608,5833,0.002,,,,,2,709,0,0,2,0,0,0,0,4,0,0,0
12/6/2020,8402,33,119,1,640680,9072,0.003,,,,,31,637,0,0,3,0,0,0,0,5,0,0,0
13/6/2020,8445,43,120,1,646055,5375,0.003,,,,,33,640,0,0,4,0,0,0,0,6,0,0,0
14/6/2020,8453,8,121,1,651344,5289,0.003,,,,,43,626,0,0,5,0,0,0,0,7,0,0,0
15/6/2020,8494,41,121,0,656210,4866,0.004,,,,,8,596,0,0,6,0,0,0,0,8,0,0,0
16/6/2020,8505,11,121,0,659632,3422,0.004,,,,,41,617,0,0,7,0,0,0,0,9,0,0,0
17/6/2020,8515,10,121,0,664334,4702,0.005,,,,,11,535,0,0,8,0,0,0,0,10,0,0,0
18/6/2020,8529,14,121,0,669589,5255,0.004,,,,,10,268,0,0,9,0,0,0,0,11,0,0,0
19/6/2020,8535,6,121,0,674551,4962,0.004,,,,,14,263,0,0,10,0,0,0,0,12,0,0,0
20/6/2020,8556,21,121,0,679826,5275,0.003,,,,,6,232,0,0,11,0,0,0,0,13,0,0,0
21/6/2020,8572,16,121,0,683968,4142,0.004,,,,,21,234,0,0,12,0,0,0,0,14,0,0,0
22/6/2020,8587,15,121,0,686905,2937,0.003,,,,,16,243,0,0,13,0,0,0,0,0,0,0,0
23/6/2020,8590,3,121,0,693603,6698,0.003,,,,,15,251,0,0,14,0,0,0,0,0,0,0,0
24/6/2020,8596,6,121,0,704336,10733,0.002,,,,,3,252,0,0,15,0,0,0,0,0,0,0,0
25/6/2020,8600,4,121,0,716178,11842,0.002,,,,,6,227,0,0,16,0,0,0,0,0,0,0,0
26/6/2020,8606,6,121,0,729116,12938,0.001,,,,,4,198,0,0,17,0,0,0,0,0,0,0,0
27/6/2020,8616,10,121,0,739458,10342,0.001,,,,,6,161,0,0,18,0,0,0,0,0,0,0,0
28/6/2020,8634,18,121,0,749950,10492,0.001,,,,,10,163,0,0,19,0,0,0,0,0,0,0,0
29/6/2020,8637,3,121,0,756171,6221,0.001,,,,,18,140,0,0,20,0,0,0,0,0,0,0,0
30/6/2020,8639,2,121,0,764999,8828,0.001,,,,,3,132,0,0,21,0,0,0,0,0,0,0,0
1/7/2020,8640,1,121,0,773911,8912,0.001,,,,,2,124,0,0,22,0,0,0,0,0,0,0,0
2/7/2020,8643,3,121,0,782638,8727,0.001,,,,,1,111,0,0,23,0,0,0,0,0,0,0,0
3/7/2020,8648,5,121,0,790859,8221,0.001,,,,,3,108,0,0,24,0,0,0,0,0,0,0,0
4/7/2020,8658,10,121,0,797796,6937,0.001,,,,,5,92,0,0,25,0,0,0,0,0,0,0,0
5/7/2020,8663,5,121,0,804518,6722,0.001,,,,,10,86,0,0,26,0,0,0,0,0,0,0,0
6/7/2020,8668,5,121,0,810057,5539,0.001,,,,,5,76,0,0,27,0,0,0,0,0,0,0,0
7/7/2020,8674,6,121,0,816118,6061,0.001,,,,,5,78,0,0,28,0,0,0,0,0,0,0,0
8/7/2020,8677,3,121,0,822646,6528,0.001,,,,,6,78,0,0,29,0,0,0,0,0,0,0,0
9/7/2020,8689,12,121,0,829988,7342,0.001,,,,,3,77,0,0,30,0,0,0,0,0,0,0,0
10/7/2020,8697,8,121,0,836255,6267,0.001,,,,,12,83,0,0,31,0,0,0,0,0,0,0,0
11/7/2020,8706,9,122,1,842476,6221,0.001,,,,,8,81,0,0,32,0,0,0,0,0,0,0,0
12/7/2020,8718,12,122,0,847510,5034,0.001,,,,,9,72,0,0,33,0,0,0,0,0,0,0,0
13/7/2020,8725,7,122,0,850423,2913,0.001,,,,,12,81,0,0,34,0,0,0,0,0,0,0,0
14/7/2020,8729,4,122,0,855119,4696,0.001,,,,,7,86,0,0,35,0,0,0,0,0,0,0,0
15/7/2020,8734,5,122,0,861896,6777,0.001,,,,,4,89,0,0,36,0,0,0,0,0,0,0,0
16/7/2020,8737,3,122,0,868394,6498,0.001,,,,,5,91,0,0,37,0,0,0,0,0,0,0,0
17/7/2020,8755,18,122,0,876222,7828,0.001,,,,,3,89,0,0,38,0,0,0,0,0,0,0,0
18/7/2020,8764,9,122,0,884170,7948,0.001,,,,,18,97,0,0,39,0,0,0,0,0,0,0,0
19/7/2020,8779,15,123,1,889744,5574,0.001,,,,,9,101,0,0,40,0,0,0,0,0,0,0,0
20/7/2020,8800,21,123,0,895758,6014,0.002,,,,,15,111,0,0,41,0,0,0,0,0,0,0,0
21/7/2020,8815,15,123,0,902439,6681,0.002,,,,,21,126,0,0,42,0,0,0,0,0,0,0,0
22/7/2020,8831,16,123,0,909627,7188,0.002,,,,,15,138,0,0,43,0,0,0,0,0,0,0,0
23/7/2020,8840,9,123,0,916340,6713,0.002,,,,,16,142,0,0,44,0,0,0,0,0,0,0,0
24/7/2020,8861,21,123,0,925188,8848,0.002,,,,,9,143,0,0,45,0,0,0,0,0,0,0,0
25/7/2020,8884,23,123,0,932397,7209,0.002,,,,,21,155,0,0,46,0,0,0,0,0,0,0,0
26/7/2020,8897,13,124,1,937645,5248,0.002,,,,,23,166,0,0,47,0,0,0,0,0,0,0,0
27/7/2020,8904,7,124,0,943244,5599,0.002,,,,,13,172,0,0,48,0,0,0,0,0,0,0,0
28/7/2020,8943,39,124,0,949141,5897,0.003,,,,,7,175,0,0,49,0,0,0,0,0,0,0,0
29/7/2020,8956,13,124,0,955133,5992,0.003,,,,,39,209,0,0,50,0,0,0,0,0,0,0,0
30/7/2020,8964,8,124,0,963079,7946,0.003,,,,,13,219,0,0,51,0,0,0,0,0,0,0,0
31/7/2020,8976,12,125,1,970644,7565,0.003,,,,,8,209,0,0,52,0,0,0,0,1,1,0,0
1/8/2020,8985,9,125,0,974674,4030,0.002,,,,,12,212,0,0,53,0,0,0,0,2,1,0,0
2/8/2020,8999,14,125,0,979178,4504,0.002,,,,,9,206,0,0,54,0,0,0,0,3,1,0,0
3/8/2020,9001,2,125,0,983297,4119,0.002,,,,,14,199,0,0,55,0,0,0,0,4,0,0,0
4/8/2020,9002,1,125,0,991333,8036,0.001,,,,,2,186,0,0,56,0,0,0,0,5,0,0,0
5/8/2020,9023,21,125,0,1001090,9757,0.001,,,,,1,171,0,0,57,0,0,0,0,6,0,0,0
6/8/2020,9038,15,125,0,1012660,11570,0.001,,,,,21,183,0,0,58,0,0,0,0,7,0,0,0
7/8/2020,9063,25,125,0,1024719,12059,0.002,,,,,15,177,0,0,59,0,0,0,0,8,0,0,0
8/8/2020,9070,7,125,0,1036339,11620,0.001,,,,,25,179,0,0,60,0,0,0,0,9,0,0,0
9/8/2020,9083,13,125,0,1045976,9637,0.001,,,,,7,173,0,0,61,0,0,0,0,10,0,0,0
10/8/2020,9094,11,125,0,1053531,7555,0.001,,,,,13,179,0,0,62,0,0,0,0,11,0,0,0
11/8/2020,9103,9,125,0,1063304,9773,0.001,,,,,11,151,0,0,63,0,0,0,0,12,0,0,0
12/8/2020,9115,12,125,0,1074020,10716,0.001,,,,,9,147,0,0,64,0,0,0,0,13,0,0,0
13/8/2020,9130,15,125,0,1085040,11020,0.001,,,,,12,151,0,0,65,0,0,0,0,14,0,0,0
14/8/2020,9149,19,125,0,1095768,10728,0.001,,,,,15,154,0,0,66,0,0,0,0,0,0,0,0
15/8/2020,9175,26,125,0,1106217,10449,0.002,,,,,19,164,0,0,67,0,0,0,0,0,0,0,0
16/8/2020,9200,25,125,0,1114246,8029,0.002,,,,,26,176,0,0,68,0,0,0,0,0,0,0,0
17/8/2020,9215,15,125,0,1120666,6420,0.002,,,,,25,199,0,0,69,0,0,0,0,0,0,0,0
18/8/2020,9219,4,125,0,1129091,8425,0.002,,,,,15,213,0,0,70,0,0,0,0,0,0,0,0
19/8/2020,9235,16,125,0,1141679,12588,0.002,,,,,4,196,0,0,71,0,0,0,0,0,0,0,0
20/8/2020,9240,5,125,0,1152140,10461,0.002,,,,,16,197,0,0,72,0,0,0,0,1,1,0,0
21/8/2020,9249,9,125,0,1160390,8250,0.002,,,,,5,177,0,0,73,0,0,0,0,2,0,0,0
22/8/2020,9257,8,125,0,1167949,7559,0.001,,,,,9,179,0,0,74,0,0,0,0,3,0,0,0
23/8/2020,9267,10,125,0,1176416,8467,0.001,,,,,8,174,0,0,75,0,0,0,0,4,0,0,0
24/8/2020,9274,7,125,0,1182845,6429,0.001,,,,,10,173,0,0,76,0,0,0,0,5,0,0,0
25/8/2020,9285,11,125,0,1191500,8655,0.001,,,,,7,171,0,0,77,0,0,0,0,6,0,0,0
26/8/2020,9291,6,125,0,1202764,11264,0.001,,,,,11,170,0,0,78,0,0,0,0,7,0,0,0
27/8/2020,9296,5,125,0,1212790,10026,0.001,,,,,6,161,0,0,79,0,0,0,0,8,0,0,0
28/8/2020,9306,10,125,0,1222854,10064,0.001,,,,,5,147,0,0,80,0,0,0,0,9,0,0,0
29/8/2020,9317,11,126,1,1232927,10073,0.001,,,,,10,131,0,0,81,0,0,0,0,10,1,0,0
30/8/2020,9334,17,127,1,1243540,10613,0.001,,,,,11,117,0,0,82,0,0,0,0,11,1,0,0
31/8/2020,9340,6,127,0,1253855,10315,0.001,,,,,17,119,0,0,83,0,0,0,0,1,1,0,0
1/9/2020,9354,14,128,1,1262848,8993,0.001,,,,,6,121,0,0,84,0,0,0,0,2,0,0,0
2/9/2020,9360,6,128,0,1270229,7381,0.001,,,,,14,119,0,0,85,0,0,0,0,3,0,0,0
3/9/2020,9374,14,128,0,1280878,10649,0.001,,,,,6,120,0,0,86,0,0,0,0,4,0,0,0
4/9/2020,9385,11,128,0,1290602,9724,0.001,,,,,14,125,0,0,87,0,0,0,0,5,0,0,0
5/9/2020,9391,6,128,0,1299724,9122,0.001,,,,,11,128,0,0,88,0,0,0,0,6,0,0,0
6/9/2020,9397,6,128,0,1307454,7730,0.001,,,,,6,124,0,0,89,0,0,0,0,7,0,0,0
7/9/2020,9459,62,128,0,1313774,6320,0.002,,,,,6,123,0,0,90,0,0,0,0,8,0,0,0
8/9/2020,9559,100,128,0,1322445,8671,0.003,,,,,62,174,0,0,91,0,0,0,0,9,0,0,0
9/9/2020,9583,24,128,0,1332917,10472,0.004,,,,,100,268,0,0,92,0,0,0,0,10,0,0,0
10/9/2020,9628,45,128,0,1342472,9555,0.004,,,,,24,287,0,0,93,0,0,0,0,11,0,0,0
11/9/2020,9810,182,128,0,1353826,11354,0.007,,,,,45,322,0,0,94,0,0,0,0,12,0,0,0
12/9/2020,9868,58,128,0,1362631,8805,0.008,,,,,182,493,0,0,95,0,0,0,0,13,0,0,0
13/9/2020,9915,47,128,0,1372154,9523,0.008,,,,,58,534,0,0,96,0,0,0,0,14,0,0,0
14/9/2020,9946,31,128,0,1383769,11615,0.007,,,,,47,575,0,0,97,0,0,0,0,0,0,0,0
15/9/2020,9969,23,128,0,1395578,11809,0.006,,,,,31,592,0,0,98,0,0,0,0,0,0,0,0
16/9/2020,10031,62,128,0,1407259,11681,0.006,,,,,23,609,0,0,99,0,0,0,0,1,1,0,0
17/9/2020,10052,21,128,0,1417154,9895,0.006,,,,,62,657,0,0,100,0,0,0,0,2,0,0,0
18/9/2020,10147,95,129,1,1427133,9979,0.005,,,,,21,667,0,0,101,0,0,0,0,3,0,0,0
19/9/2020,10167,20,130,1,1437354,10221,0.004,,,,,95,756,0,0,102,0,0,0,0,4,0,0,0
20/9/2020,10219,52,130,0,1444686,7332,0.004,,,,,20,770,0,0,103,0,0,0,0,5,0,0,0
21/9/2020,10276,57,130,0,1451697,7011,0.005,,,,,52,760,0,0,104,0,0,0,0,6,0,0,0
22/9/2020,10358,82,130,0,1463557,11860,0.006,,,,,57,717,0,0,105,0,0,0,0,7,0,0,0
23/9/2020,10505,147,133,3,,,0.007,,,,,82,775,0,0,106,0,0,0,0,8,0,0,0
24/9/2020,10576,71,133,0,1484812,,0.008,,,,,147,877,0,0,107,0,0,0,0,9,1,0,0
25/9/2020,10687,111,133,0,1493645,8833,0.008,,,,,71,766,0,0,108,0,0,0,0,10,1,0,0
26/9/2020,10769,82,133,0,1502110,8465,0.009,,,,,111,819,0,0,109,0,0,0,0,11,1,1,1
27/9/2020,10919,150,134,1,1510390,8280,0.011,,,,,82,854,0,0,110,0,0,0,0,12,1,2,1
28/9/2020,11034,115,134,0,1519220,8830,0.011,,,,,150,973,0,0,111,0,0,0,0,13,1,3,1
29/9/2020,11135,101,134,0,1533061,13841,0.011,,,,,115,1065,0,0,112,0,0,0,0,14,0,4,1
30/9/2020,11224,89,136,2,1549750,16689,0.01,,,,,101,1104,0,0,113,0,0,0,0,0,0,5,1
1/10/2020,11484,260,136,0,1566848,17098,0.011,,,,,89,1172,0,0,114,0,0,0,0,0,0,6,1
2/10/2020,11771,287,136,0,1581208,14360,0.012,,,,,260,1337,0,0,115,0,0,0,0,0,0,7,1
3/10/2020,12088,317,138,2,1598002,16794,0.014,,,,,287,1604,0,0,116,0,0,0,0,0,0,8,1
4/10/2020,12381,293,138,0,1615041,17039,0.014,,,,,317,1869,0,0,117,0,0,0,0,0,0,9,1
